@relation numerical
@attribute t0 real
@attribute t1 real
@attribute t2 real
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0.0047789,-0.74047,1,{0 1 1 1 2 -1 3 -1 4 -1 5 -1 6 1 7 1 8 -1 9 -1}
0.268,0.15151,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.73458,-0.62774,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.50153,0.85551,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.39915,0.074281,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.096357,0.96641,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.85826,-0.1028,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.16503,-0.23669,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.20824,-0.70392,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.93559,-0.085223,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.45035,-0.87924,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
0.18446,0.22953,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.18653,-0.67948,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.10416,0.45922,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.45669,0.21819,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.089112,-0.62977,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.011733,0.064185,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.37924,0.88556,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.049941,0.4286,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.50119,-0.012269,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.33299,0.16378,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.10773,-0.40455,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.79074,-0.54596,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
-0.30305,-0.74968,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
0.36103,0.56177,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.24477,-0.66735,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.42106,0.10537,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.59015,-0.17246,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.35248,-0.67585,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.4346,0.88288,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.82101,0.44405,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.31478,0.88348,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.24446,0.44209,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.44186,-0.40406,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.5805,0.41847,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.39054,-0.24882,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.34391,-0.28179,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.89772,0.23324,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.29439,-0.65361,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.20078,0.7504,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.17748,-0.94469,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 -1 7 -1 8 -1 9 -1}
0.62736,0.4424,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.019614,-0.039784,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.11593,-0.047832,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.039905,0.046312,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.38791,-0.49896,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.81823,0.21009,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.24659,-0.66064,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.23765,-0.16594,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.082762,-0.4569,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.84661,-0.076293,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.65979,0.45249,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.90429,0.15499,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.39994,0.70547,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.67906,-0.2996,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.77261,-0.46402,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.67954,-0.24067,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.39293,-0.7091,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.5052,0.55822,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.87784,0.073998,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.47977,-0.20763,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.79612,0.20389,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.34516,-0.87326,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.05788,-0.18029,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.39111,0.445,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.24351,-0.42485,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.3607,-0.90143,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.2145,-0.49429,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.044707,0.51565,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.52317,-0.49152,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.08696,-0.7701,1,{0 1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
-0.32505,-0.21274,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.94099,-0.2489,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.73312,0.13632,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.80639,0.33595,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.31322,0.68166,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.20549,-0.71205,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.29621,0.42674,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.44281,-0.18265,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.62611,0.33037,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.52912,-0.36499,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.3965,0.19117,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.329,-0.026788,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.70463,0.38511,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.5162,-0.023115,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.13544,-0.73147,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.043993,0.70126,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.54617,0.14998,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.76536,0.40933,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.4908,0.41061,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.87166,-0.20918,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.36987,-0.50802,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.31352,0.16628,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.72413,-0.48393,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.80548,-0.053229,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.0044462,0.66835,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.51689,-0.14662,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.66195,0.22098,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.71916,0.091258,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.058758,0.36074,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.76833,0.47989,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.085882,0.93391,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.95992,-0.17112,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 1}
-0.76537,-0.63159,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
-0.4575,-0.52562,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.19241,-0.63299,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.20038,0.50957,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.34277,0.071766,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.42753,0.64092,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.27837,-0.53845,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.20168,-0.34815,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.64481,-0.13009,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.30684,0.81655,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.45268,-0.18196,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.073846,-0.3355,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.18925,-0.268,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.35791,-0.79596,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
0.21262,-0.56545,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.26957,0.44815,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.73433,-0.36039,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.19151,-0.9083,1,{0 -1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
0.048368,-0.072211,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.2698,0.36796,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.0363,-0.55045,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.25357,0.1228,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.55427,0.42649,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.82938,-0.1436,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.8677,0.18056,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.86879,-0.3771,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.71255,-0.50345,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.67576,-0.44413,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.11936,-0.36319,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.087181,0.13839,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.60081,0.66039,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.13403,0.68587,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.056468,-0.17071,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.30112,-0.15745,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.50204,0.32353,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.94209,0.084374,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.79138,-0.28799,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.21486,0.97487,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.38157,0.22436,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.51856,-0.42219,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.27091,0.94728,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.24722,0.83131,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.36348,0.69806,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.68031,0.080446,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.90639,0.26381,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.22573,0.92321,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.83726,0.3004,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.76379,0.011816,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.015271,-0.94349,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 -1 6 -1 7 -1 8 -1 9 -1}
-0.39919,-0.77238,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
-0.25616,-0.22834,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.50463,0.29028,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.082994,0.22874,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.11083,-0.86429,1,{0 -1 1 1 2 -1 3 1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
-0.3278,0.90443,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.76136,0.056164,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.51022,0.24773,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.56709,-0.12051,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.012084,-0.91731,1,{0 -1 1 1 2 -1 3 -1 4 -1 5 -1 6 -1 7 -1 8 -1 9 -1}
0.55634,0.060399,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.14619,0.16933,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.68571,-0.3929,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.63607,-0.34008,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.3916,-0.73777,1,{0 -1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 -1 9 -1}
-0.84928,-0.50315,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
-0.15067,-0.44641,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.13644,-0.073911,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.50689,0.8321,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.19287,0.33757,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.21641,-0.27461,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.033213,-0.22487,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.18339,0.49133,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.24519,0.27238,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.41807,-0.35357,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.28515,-0.26735,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.63393,0.54691,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.19395,-0.18746,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.024647,-0.47384,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.58349,-0.64744,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 -1 7 1 8 1 9 1}
0.86479,-0.44064,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.71668,-0.091332,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.21142,0.84776,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.76868,-0.037386,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.45578,0.3747,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.27492,0.60212,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.041231,-0.41137,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.82973,0.27617,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.9013,0.17022,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.41422,0.80313,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.43011,-0.89519,1,{0 -1 1 -1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.16378,0.82026,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.63468,-0.3106,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.76457,-0.023134,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.18055,-0.15478,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.031277,0.64334,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.77812,0.095813,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.38832,0.34286,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.64599,0.1605,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.032964,0.79487,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.28201,0.82145,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.87423,0.0070556,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.84661,0.24168,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.43433,0.66598,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.20043,-0.81806,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.7044,-0.5083,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.48617,0.42101,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.74711,0.010227,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.016216,-0.042455,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.36691,0.69075,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.10625,0.069018,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.13385,-0.15089,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.28531,-0.42707,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.82994,0.0031829,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.46349,0.75883,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
-0.42017,0.0010749,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.15542,-0.5309,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.55836,-0.3257,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.54175,0.14299,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.47179,0.46563,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.73189,-0.26776,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.11736,0.78528,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.027179,-0.83112,1,{0 -1 1 1 2 -1 3 -1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
-0.10326,-0.66903,1,{0 1 1 1 2 -1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.13569,0.25084,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.0036409,0.67645,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.25547,-0.71603,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.88123,-0.037796,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.79973,-0.54574,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.88625,-0.41667,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.8071,-0.4533,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.72694,-0.23883,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.13301,-0.042848,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.51473,-0.53558,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.31464,-0.47422,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
-0.030069,-0.79839,1,{0 -1 1 1 2 -1 3 -1 4 -1 5 -1 6 -1 7 1 8 -1 9 -1}
0.80232,-0.28038,1,{0 1 1 1 2 1 3 1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
0.10929,0.77573,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
0.45115,-0.25613,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 -1}
0.8063,0.55439,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 -1 9 1}
0.64004,-0.71627,1,{0 1 1 1 2 -1 3 -1 4 -1 5 1 6 1 7 1 8 -1 9 -1}
-0.40363,-0.2764,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.33947,0.89462,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
-0.71923,-0.055142,1,{0 1 1 1 2 1 3 1 4 1 5 1 6 1 7 1 8 1 9 1}
